url,name,address,phone,website,email,category
http://www.supercom.gob.ec/es/informate-y-participa/directorio-de-medios/211-sasha-fm-100-7-fm,Sasha FM (100.7 FM),3km. antes de San Lorenzo - Vía Férrea Ibarra,06 291 6782,,sashaec@yahoo.es,radiodifusoras
http://www.supercom.gob.ec/es/informate-y-participa/directorio-de-medios/212-la-voz-de-quininde-1410-am-stereo-quininde-94-9-fm,La Voz de Quinindé (1410 AM) Stéreo Quinindé (94.9 FM),Nelsón Valencia entre Simón Plaza Torres y Gómez de la Torre,06 2739 296 / 2736 017,www.megason.com,rediostereoquininde@hotmail.com,radiodifusoras
http://www.supercom.gob.ec/es/informate-y-participa/directorio-de-medios/214-radio-90-1-fm-y-radio-k1-92-5fm,Radio (90.1 FM) y Radio K1 (92.5FM),Agustín Cueva 641 y Remigio Crespo,07 281 0188 / 281 7811,www.wradio.com.ec,gerencia@radiocadenaval.com,radiodifusoras
http://www.supercom.gob.ec/es/informate-y-participa/directorio-de-medios/215-antena-uno-90-5-fm-cuenca-giron,"Antena Uno (90.5 FM) (Cuenca, Girón)",Av. Héroes de Verdeloma 915,07 284 9215 / 284 2778,www.antenauno.com,radio@ntenaunofm.net,radiodifusoras
http://www.supercom.gob.ec/es/informate-y-participa/directorio-de-medios/216-ecos-del-portete-1580-am-giron,Ecos del Portete ( 1580 AM) (Girón),Antonio Flor 657 y Córdova,07 227 5140,,,radiodifusoras
http://www.supercom.gob.ec/es/informate-y-participa/directorio-de-medios/217-armonia-super-eco-100-1-fm,Armonía Súper Eco (100.1 FM),Antonio Flores 6-57 y Córdova,07 227 5120,,difrapino68@hotmail.com,radiodifusoras
http://www.supercom.gob.ec/es/informate-y-participa/directorio-de-medios/218-santiago-89-3-fm,Santiago (89.3 FM),Av. Loja y avenida De los Cañaris,07 225 5702,radiosantiago893.wix.com/azuay,radiosantiago@hotmail.com,radiodifusoras
http://www.supercom.gob.ec/es/informate-y-participa/directorio-de-medios/223-la-voz-de-san-fernando-1350-am,La Voz de San Fernando (1350 AM),Av. José María Quito y Santiago de San Fernando,07 227 9187 / 227 9685,,sanfernando1350am@hotmail.com,radiodifusoras
http://www.supercom.gob.ec/es/informate-y-participa/directorio-de-medios/224-genesis-fm-93-3-fm,Génesis FM (93.3 FM),Bolívar 728 y 10 de Agosto (Azogues),07 224 1372,,genesislaradio@yahoo.com,radiodifusoras
http://www.supercom.gob.ec/es/informate-y-participa/directorio-de-medios/225-la-voz-de-chaguarurco-1550-am,La Voz de Chaguarurco (1550 AM),Abdón Calderón y 3 de Noviembre,07 243 2136 / 227 0407,,radiochaguarurco@hotmail.es,radiodifusoras
http://www.supercom.gob.ec/es/informate-y-participa/directorio-de-medios/226-constelacion-91-7-fm,Constelación (91.7 FM),García Moreno 739 y Luntur,07 225 0360,www.constelacionfm.com.ec,constelacionradio@yahoo.com,radiodifusoras
http://www.supercom.gob.ec/es/informate-y-participa/directorio-de-medios/227-stereo-fasaynan-92-9fm,Stereo Fasayñán (92.9FM),Calle Dávila 132 y Corral,07 226 6240,www.stereofasaynan.com,,radiodifusoras
http://www.supercom.gob.ec/es/informate-y-participa/directorio-de-medios/231-guaranda-101-1-fm,Guaranda (101.1 FM),"César Augusto Chávez y Alberto Dávila, Ciudadela Coloma Román Norte",03 298 1301 / 298 5690,www.radioguaranda.com,radio_guarandahotmail.com,radiodifusoras
http://www.supercom.gob.ec/es/informate-y-participa/directorio-de-medios/232-impacto-super-grande-99-9-fm,Impacto Súper Grande (99.9 FM),Ciudadela 1ro de Mayo. Calle Tirso Poveda N21 y Jaime Roldós,03 298 1616 / 298 4142,www.impacto999.com,radioimpactogda@yahoo.es,radiodifusoras
http://www.supercom.gob.ec/es/informate-y-participa/directorio-de-medios/233-radio-universal-de-bolivar-102-3-fm,Radio Universal de Bolívar (102.3 FM),Sucre 905 y 10 de Agosto,03 298 0079,www.radio.ueb.edu.ec,info@ueb.edu.ec,radiodifusoras
http://www.supercom.gob.ec/es/informate-y-participa/directorio-de-medios/234-radio-catolica-104-7-fm,Radio Católica (104.7 FM),Bolivar 4568 y Garcia Moreno,062950935,,alimeteran2000@yahoo.com,radiodifusoras
http://www.supercom.gob.ec/es/informate-y-participa/directorio-de-medios/235-radio-catolica-104-7-fm,Radio CatóliCA (104.7 FM),Bolívar 458 y García Moreno,062950935,,alimeteran2000@yahoo.com,radiodifusoras
http://www.supercom.gob.ec/es/informate-y-participa/directorio-de-medios/236-surcos-1020-am-97-5-fm,Surcos (1020 AM/97.5 FM),Johnson City 204 entre Sucre y Convención,03 298 0105 / 298 2015,www.surcos.com,beto1871@yahoo.es,radiodifusoras
http://www.supercom.gob.ec/es/informate-y-participa/directorio-de-medios/237-vocu,Vocú (102.3),Juan Atabal 7-31 y Juan Francisco Bonilla,06-295-1036/ 295-3040/ 260-9277,www.radiovocu.com,info@radiovocu.com,radiodifusoras
http://www.supercom.gob.ec/es/informate-y-participa/directorio-de-medios/238-soberana-98-7-fm,Soberana (98.7 FM),Margarita Gordillo s/n y Simón Bolívar,03 297 0685,www.radiosoberana.com,radiosoberana98_7fmestereo@yahoo.es,radiodifusoras
http://www.supercom.gob.ec/es/informate-y-participa/directorio-de-medios/239-caricia-fm-97-5-fm,Caricia FM (97.5 FM),Cristóbal Gómezjurado 2-225 y Ellías Almeida,06-2951143,www.turadioenvivo.ec,cariciafm@gmail.com,radiodifusoras
http://www.supercom.gob.ec/es/informate-y-participa/directorio-de-medios/240-guaranda-1430-am-101-1-fm,"Guaranda (1430 AM,101.1 FM)",César Augusto Chávez y Alberto Dávola Ciudadela Coloma Román Norte,03 298 1301,www.radioguarandandafm.com,radio_guaranda@hotmail.com,radiodifusoras
http://www.supercom.gob.ec/es/informate-y-participa/directorio-de-medios/241-mundo-fm-estereo-91-5-fm,Mundo FM Estéreo (91.5 FM),"Guayas 116 y Eloy Alfaro, esquina",03 298 8466 / 298 8444,www.radiomundo915fm.com,radiomundo915@hotmail.com,radiodifusoras
http://www.supercom.gob.ec/es/informate-y-participa/directorio-de-medios/242-satelital-95-1-fm,Satelital (95.1 FM),Guayas 165 y 10 de Agosto,03 298 8050,www.radiosatelital95.com,radiosatelital95_1@yahoo.com,radiodifusoras
http://www.supercom.gob.ec/es/informate-y-participa/directorio-de-medios/243-sono-ritmo-90-3-fm-90-7-fm-costa,"Sono Ritmo (90.3 FM, 90.7 FM Costa)",10 de Enero y Pichincha Esquina.,03 298 9520,www.radiosonoritmo.com,sonoritmofm@yahoo.es,radiodifusoras
http://www.supercom.gob.ec/es/informate-y-participa/directorio-de-medios/245-mas-95-5-fm-su-radio-790-am,Más (95.5 FM) -Su Radio (790 AM),Morales 408 y Sucre,06-2922238,www.gruporadialimbabura.com,raiomasdep@yahoo.com,radiodifusoras
http://www.supercom.gob.ec/es/informate-y-participa/directorio-de-medios/246-satelite-107-1-fm,Satélite (107.1 FM),Cristóbal Colón y Atahualpa,06-2923176,www.radiosatelite.tk,radiosatelitefm107.1@hotmail.com,radiodifusoras
http://www.supercom.gob.ec/es/informate-y-participa/directorio-de-medios/247-ecos-culturales-de-urcuqui-1560-am,Ecos Culturales de Urcuqui (1560 AM),Antonio Ante E04-07 y Guzmán,06-2939089,www.radioecosculturales.com,broadcasting07@live.com,radiodifusoras
http://www.supercom.gob.ec/es/informate-y-participa/directorio-de-medios/254-cumbres-106-9-fm,Cumbres (106.9 FM),Sucre 009 y Guayaquil,07 223 5013,www.cumbresfm.com,epacheco.cumbres@yahoo.es,radiodifusoras
http://www.supercom.gob.ec/es/informate-y-participa/directorio-de-medios/255-mega-satelital-91-3-fm,Mega Satelital (91.3 FM),J. Montalvo entre J. Miguel Zárate y Guayaquil,07-2680210/ 2680613,,juanitojumbo@hotmail.com,radiodifusoras
http://www.supercom.gob.ec/es/informate-y-participa/directorio-de-medios/256-la-voz-del-pueblo-1160-am,La Voz del Pueblo (1160 AM),General Veintimilla 6-30 y Vía Oriente,07 224 0541 / 224 1816 / 224 3206,www.radiolavozdelpueblo.com,olgacontre2174@yahoo.com,radiodifusoras
http://www.supercom.gob.ec/es/informate-y-participa/directorio-de-medios/257-onda-canaris-1530-am-95-3-fm,Onda Cañaris (1530 AM / 95.3 FM),D Calle Rivera 613 Ed. Ondas Cañaris,07 224 0335 / 224 0837,www.ondascanaris.com.ec,ocanaris@gmail.com,radiodifusoras
http://www.supercom.gob.ec/es/informate-y-participa/directorio-de-medios/258-ondas-del-volante-1440-am,Ondas del Volante (1440 AM),"Bolívar y Azuay, esquina. Ed. Sindicato de Choferes del Cañar",07 224 0040 / 224 0274,,ondasdelvolante@hotmail.com,radiodifusoras
http://www.supercom.gob.ec/es/informate-y-participa/directorio-de-medios/259-v-p-radio-estelar-99-3-fm-y-102-9-fm,V.P. Radio Estelar (99.3 FM y 102.9 FM),Av. Los Laureles s/n y Av. Francisco Carrasco,07 224 1734,www.estelarfm.com.ec,radioestelar@yahoo.es,radiodifusoras
http://www.supercom.gob.ec/es/informate-y-participa/directorio-de-medios/260-el-rocio-1370-am,El Rocío (1370 AM),Mariscal Sucre 202,07 223 0376 / 223 0197,www.radioelrocio1370.com,info@radioelrocio1370.com / radiorocio1370@hotmail.com,radiodifusoras
http://www.supercom.gob.ec/es/informate-y-participa/directorio-de-medios/261-tvo-radio-el-ciclon-del-austro-1310-am,"TVO Radio, El Ciclón del Austro (1310 AM)",Av. Mariscal Sucre 722 y Benjamín Ochoa Altos del Banco del Austro,07 223 0214,,corporacionmilenium@hotmail.com,radiodifusoras
http://www.supercom.gob.ec/es/informate-y-participa/directorio-de-medios/278-la-voz-del-tambo-89-3-fm,La Voz del Tambo ( 89.3 FM),Ramón Borrero y Juan Jaramillo,07 223 3476,,javierbernalv@yahoo.es,radiodifusoras
http://www.supercom.gob.ec/es/informate-y-participa/directorio-de-medios/279-j-p-radio-107-9-fm,J.P. Radio (107.9 FM),Av. 24 de Mayo 39 y Eloy Alfaro,07 242 2942,www.troncal.net,jpradio107.9@hotmail.com,radiodifusoras
http://www.supercom.gob.ec/es/informate-y-participa/directorio-de-medios/280-diario-la-nacion,Diario La Nación,"Ayacucho y Sucre. Ed. IESS, PB",06 298 7040,,diariolanacion@andinanet.net,radiodifusoras
http://www.supercom.gob.ec/es/informate-y-participa/directorio-de-medios/283-america-89-7-fm,América (89.7 FM),Olmedo 40-244 y Ayacucho,06 298 4412 / 290 1305 / 298 4411,www.americaestereo.com,radioamerica89.7Mhz@americaestereo.com,radiodifusoras
http://www.supercom.gob.ec/es/informate-y-participa/directorio-de-medios/284-catolica-88-5-fm,Católica (88.5 FM),"10 de Agosto y Olmedo, 5to Piso",06 298 0680,www.radiocatolica.org.ec,diocesisdetulcan@andinanet.net,radiodifusoras
http://www.supercom.gob.ec/es/informate-y-participa/directorio-de-medios/285-integracion-fm-101-3-fm,Integración FM (101.3 FM),"Sucre y 9 de Octubre. Centro Comercial Jardín del Norte, 2do. Piso",06 298 2788 / 298 2787,www.lasuperrumbera.com/personal.html,edgarintegracion@hotmail.com,radiodifusoras
http://www.supercom.gob.ec/es/informate-y-participa/directorio-de-medios/286-radio-master-102-9-fm,Radio Master (102.9 FM),9 de Octubre 5022 y Olmedo,06 298 6258,,master1029@gmail.com,radiodifusoras
http://www.supercom.gob.ec/es/informate-y-participa/directorio-de-medios/287-ondas-carchenses-1250-am-107-3-fm,Ondas Carchenses (1250 AM; 107.3 FM),"Olmedo 52-025 y Ayacucho. Ed. Mutualista Benalcázar, Piso 3. of 302",06 298 0200 / 298 0450,www.ondascarchenses.com,ondascarchenses@gmail.com,radiodifusoras
http://www.supercom.gob.ec/es/informate-y-participa/directorio-de-medios/288-mira-90-5-fm,Mira (90.5 FM),Calle González Suárez 836,06 228 0357,,j.padilla@andinanet.net,radiodifusoras
http://www.supercom.gob.ec/es/informate-y-participa/directorio-de-medios/289-horizonte-106-5-fm,Horizonte (106.5 FM),Olmedo s/n y Bolívar,06 229 1973 / 229 1826,www.radiohorizonte.com.ec,radiohorizonte11@yahoo.com,radiodifusoras
http://www.supercom.gob.ec/es/informate-y-participa/directorio-de-medios/290-sky-107-7-fm,SKY (107.7 FM),Atahualpa 166 y Aristizábal,06 229 0029,www.turadiosky.com,sky_radio@hotmail.es,radiodifusoras
http://www.supercom.gob.ec/es/informate-y-participa/directorio-de-medios/291-tulcan-94-1-fm,Tulcán (94.1 FM),Olmedo 52.025 y Ayacucho,06 298 1928,www.radiotulcanfm.com,valmeida@andinanet.net,radiodifusoras
http://www.supercom.gob.ec/es/informate-y-participa/directorio-de-medios/294-atlantida-1480-am-89-7-fm,Atlántida (1480 AM) (89.7 FM),Esteban Orozco y 5 de Junio,03 293 0259 / 293 1018,,radioatlantida@yahoo.ec,radiodifusoras
http://www.supercom.gob.ec/es/informate-y-participa/directorio-de-medios/295-bonita-riobamba-stereo-89-3-fm,Bonita Riobamba Stéreo (89.3 FM),"Veloz 2940, entre Juan Montalvo y Carabobo",03 294 1028 / 294 1029 / 294 1030,www.riobambastereo.com.ec,bonita@riobamba Stéreo.com.ec,radiodifusoras
http://www.supercom.gob.ec/es/informate-y-participa/directorio-de-medios/296-radio-central-1170-am,Radio Central (1170 AM),10 de Agosto 1742 y Benalcázar,03 296 4231,,central1170kc@hotmail.com,radiodifusoras
http://www.supercom.gob.ec/es/informate-y-participa/directorio-de-medios/297-escuelas-radiofonicas-populares-710-am-91-7-fm,Escuelas Radiofónicas Populares (710 AM; 91.7 FM),Juan de Velasco 2060 y Guayaquil,03 296 1608 / 296 0247 / 296 0221,www.erpe.org.ec,ferpe@erpe.org.ec,radiodifusoras
http://www.supercom.gob.ec/es/informate-y-participa/directorio-de-medios/298-fantastica-92-92-1-fm,Fantástica 92 (92.1 FM),Jacinto González y Los Cedros,03 294 0409,www.fantastica92fm.com,info@fantastica92fm.com,radiodifusoras
http://www.supercom.gob.ec/es/informate-y-participa/directorio-de-medios/299-futura-104-9-fm,Futura (104.9 FM),"Morona 20-23, entre Guayaquil y Olmedo",03 294 8814,www.radiofuturafm.com,radiofuturafm@hotmail.com,radiodifusoras
http://www.supercom.gob.ec/es/informate-y-participa/directorio-de-medios/300-la-voz-de-riobamba-1150-am-92-9-fm,La Voz de Riobamba (1150 AM) (92.9 FM),Barón de Carondelet 2952 y Juan Montalvo,03 296 5232,www.radiolavozderiobamba.com.ec,radiolavozderiobamba@yahoo.es,radiodifusoras
http://www.supercom.gob.ec/es/informate-y-participa/directorio-de-medios/301-radio-mundial-premium-96-1-fm,Radio Mundial Premium (96.1 FM),Av. Daniel León Borja 3044 y Pasaje El Espectador,03 296 0101 / 296 1729,www.radio-mundial.com,gerencia@radio-mundial.com,radiodifusoras
http://www.supercom.gob.ec/es/informate-y-participa/directorio-de-medios/302-radio-catolica-nacional-105-7-fm,Radio Católica Nacional (105.7 FM),Espejo 2418 y Orozco,03 294 3346,www.radiocatolica.org.ec,orlando.ortiz@hotmail.com,radiodifusoras
http://www.supercom.gob.ec/es/informate-y-participa/directorio-de-medios/303-stereo-mundo-kdm-90-5-fm-la-mega,Stéreo Mundo KDM (90.5 FM) La Mega,"Calle 44 21-21, entre Av. León Borja y Reina Paccha",03 296 2957 / 296 3458 / 294 1478,www.stereomundo905.es.tl,radiostereomundofm@yahoo.es,radiodifusoras
http://www.supercom.gob.ec/es/informate-y-participa/directorio-de-medios/304-super-93-3-fm,Súper (93.3 FM),Ayacucho 1952 y Tarqui. San Alfonso,03 294 8951,www.radiosuperfmriobamba.com,,radiodifusoras
http://www.supercom.gob.ec/es/informate-y-participa/directorio-de-medios/305-radio-turbo-102-5-fm,Radio Turbo (102.5 FM),Calle Juan de Velasco y 10 de Agosto,03 295 1370,www.turboradios.com,contacto@turboradios.com,radiodifusoras
http://www.supercom.gob.ec/es/informate-y-participa/directorio-de-medios/306-tricolor-fm-97-7-fm,Tricolor FM (97.7 FM),Pichincha 2446 y Veloz. Ed. Tricolor 2do Piso,03 294 0518 / 294 8608,www.radiotricolor-fm.com,radiotricolor.fm@andinanet.net,radiodifusoras
http://www.supercom.gob.ec/es/informate-y-participa/directorio-de-medios/309-latacunga-1080-am-stereo-latacunga-102-1-fm,Latacunga (1080 AM) / Stéreo Latacunga (102.1 FM),Quito No. 1456 Pasaje la Catedral,03 281 0287 /281 3708,www.latacungaradio.com,radiolatacunga@gmail.com,radiodifusoras
http://www.supercom.gob.ec/es/informate-y-participa/directorio-de-medios/310-novedades-1100-am,Novedades (1100 AM),2 de Mayo 438 entre Tarqui y General Maldonado,03 280 7207 / 281 0300,,radionovedades@hotmail.com,radiodifusoras
http://www.supercom.gob.ec/es/informate-y-participa/directorio-de-medios/311-nuevos-horizontes-1460-am,Nuevos Horizontes (1460 AM),Domingo Faustino Sarmiento 5046 y Antonio Vela,03 280 1146/ 281 3266,rnh146.radio12345.com,rnh146@yahoo.com,radiodifusoras
http://www.supercom.gob.ec/es/informate-y-participa/directorio-de-medios/312-la-mana-94-3-fm,La Mana (94.3 FM),Calle Manabí 308 y 19 de Mayo,03 268 8967,www.radiofantasticafm.com,anitaluciavasconez@hotmail.com,radiodifusoras
http://www.supercom.gob.ec/es/informate-y-participa/directorio-de-medios/313-radio-bonita-la-mana-106-7-fm,Radio Bonita La Maná (106.7 FM),Calle Calabí y Gonzalo Albarracín,03 268 7553 / 268 7064,www.radiobonita.amawebs.com,andreina1067@hotmail.com,radiodifusoras
http://www.supercom.gob.ec/es/informate-y-participa/directorio-de-medios/314-el-sol-1190-am,El Sol (1190 AM),Belisario Quevedo 617,03 272 3198,,,radiodifusoras
http://www.supercom.gob.ec/es/informate-y-participa/directorio-de-medios/315-stereo-san-miguel-98-1-fm,Stéreo San Miguel (98.1 FM),Sucre 3227 y Ricardo Garcés,03 272 7009,www.radiosanmiguelsalcedo.com,estereoradiosanmiguel@yahoo.es,radiodifusoras
http://www.supercom.gob.ec/es/informate-y-participa/directorio-de-medios/316-elite-fm-103-3-fm,Élite FM ( 103.3 FM),García Moreno 543 y Sucre 2do Piso,03 281 0225,,radicalproducciones@hotmail.com,radiodifusoras
http://www.supercom.gob.ec/es/informate-y-participa/directorio-de-medios/341-radio-fantastica-94-3-fm,Radio Fantástica (94.3 FM),Calle Manabí 308 y 19 de Mayo,02 3 268 8967,www.radiofantastica.net,anitaluciavasconez@hotmail.com,radiodifusoras
http://www.supercom.gob.ec/es/informate-y-participa/directorio-de-medios/24-ecuador-tv-canal-7,Ecuador TV (Canal 7),"San Salvador E6-49 y Eloy Alfaro, Edi. de Medios Públicos - Quito",02 397 0800,www.ecuadortv.ec,,television
http://www.supercom.gob.ec/es/informate-y-participa/directorio-de-medios/25-ecuavisa-canal-8,Ecuavisa (Canal 8),"Bosmediano 447 y José Carbo, sector Bellavista",02 395 8620,www.ecuavisa.com,noticias@ecuavisa.com,television
http://www.supercom.gob.ec/es/informate-y-participa/directorio-de-medios/26-ecuavisa-internacional-canal-42,Ecuavisa Internacional (Canal 42),Bosmediano 4447 y José Carbo,02 244 8100,,,television
http://www.supercom.gob.ec/es/informate-y-participa/directorio-de-medios/27-gama-tv-canal-2,Gama TV (Canal 2),Av. Eloy Alfaro 5400 y Río Coca,02 382 9200,www.gamatv.com.ec,info@gamatv.com.ec,television
http://www.supercom.gob.ec/es/informate-y-participa/directorio-de-medios/213-television-esmeraldena-telecosta-canal-6,"Televisión Esmeraldeña Telecosta, Canal 6",Barrio el Panecillo Las Palmas Ed. Canal 6,06 272 3946,,,television
http://www.supercom.gob.ec/es/informate-y-participa/directorio-de-medios/228-etv-telerama-canal-4,ETV Telerama Canal 4,Av. España 13-36 y Turuhuaico,07 286 3904 / 280 5326 / 286 4605,www.telerama.ec,telerama@cue.satnet.net,television
http://www.supercom.gob.ec/es/informate-y-participa/directorio-de-medios/229-telecuenca-canal-2-canal-educativo-catolico,"Telecuenca, Canal 2 (Canal Educativo Católico)",Av. Humbolt 384 y Arquímedes,07 282 7862 / 284  6654,www.telecuenca.com.ec,telecuenca@gmail.com,television
http://www.supercom.gob.ec/es/informate-y-participa/directorio-de-medios/230-tv-cable,TV Cable,Avenida Eloy Alfaro N44-406 y De las Higueras,02 600 2400,www.grupotvcable.com.ec,atcgye@tvcable.com.ec,television
http://www.supercom.gob.ec/es/informate-y-participa/directorio-de-medios/250-tvn-canal-televisora-del-norte-canal-9,"TVN Canal, Televisora del Norte, (Canal 9)","Juan J. Flores 1165 y Rafael Rosales, frente a Flota Imbabura",06-2643896/ 2643897,www.tvncanal.com,canalnueve@tvncanal.com,television
http://www.supercom.gob.ec/es/informate-y-participa/directorio-de-medios/292-nortvision-canal-32,Nortvisión Canal 32,Guayaquil 9034 y Manabí,06 298 1249,,notivision@live.com,television
http://www.supercom.gob.ec/es/informate-y-participa/directorio-de-medios/307-tvscanal13,TVSCanal13,Av. 9 de Julio 42-95 y Condorazo,03 294 2620 / 294 4318,www.tvschimborazo.com,marcelo.pino@tvschimborazo.com,television
http://www.supercom.gob.ec/es/informate-y-participa/directorio-de-medios/185-el-comercio,El Comercio,"Gran Colombis 787 y luis Cordero. Torre de Negocios del Dorado, piso 1",07 284 6204 / 282 6500 / 283 1307,www.elcomercio.com,gastudillo@elcomercio.com,prensa
http://www.supercom.gob.ec/es/informate-y-participa/directorio-de-medios/186-el-mercurio,El Mercurio,"Av. de las Américias y Francisco Ascázubi Km. 4, sector El Arenal",07 409 5684,www.elmercurio.com.ec,redaccion1@elmercurio.com.ec,prensa
http://www.supercom.gob.ec/es/informate-y-participa/directorio-de-medios/187-el-tiempo-y-vespertino-la-tarde,El Tiempo y Vespertino La Tarde,Av. Loja y Rodrigo de Triana,07 288 2551 / 288 2552 / 288 2553 / 288 2554 / 288 8635,www.eltiempo.com.ec,redaccion@eltiempo.com.ec,prensa
